timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,wind_speed_ms,wind_direction_deg,irradiance_wm2,cloud_fraction,storm_state,solar_elevation_deg,solar_available_kw,solar_generation_kw,wind_generation_kw,wind_turbine_status,thermal_load_kw,critical_load_kw,important_load_kw,operational_load_kw,flexible_load_kw,maintenance_load_kw,total_load_kw,battery_soc_pct,battery_energy_kwh,battery_charge_kw,battery_discharge_kw,battery_temperature_derating,generator_status,generator_power_kw,fuel_consumed_l,fuel_remaining_l,renewable_generation_kw,total_generation_kw,curtailment_kw,unserved_energy_kw,occupancy_state,maintenance_state,research_activity_state,communication_state,scenario_id,disturbance_state,provenance,dataset_version,simulator_version,seed
2024-01-01T00:00:00+00:00,HIMADRI,-14.84,1004.6,74.8,9.1,359.1,0.0,0.504,NORMAL,-33.82,0.0,0.0,5.58,OPERATING_RAMP,19.9,11.5,6.8,2.45,0.0,0.0,40.65,26.83,12.96,0.0,20.0,0.966,ONLINE,15.07,6.87,41993.1,5.58,20.65,0.0,0.0,0.2,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T01:00:00+00:00,HIMADRI,-15.01,1005.1,78.4,9.19,356.7,0.0,0.625,NORMAL,-32.77,0.0,0.0,5.74,OPERATING_RAMP,20.0,11.5,6.8,2.45,0.0,0.0,40.75,20.0,9.65,0.0,3.16,0.965,ONLINE,31.85,11.4,41981.7,5.74,37.59,0.0,0.0,0.2,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T02:00:00+00:00,HIMADRI,-14.47,1005.9,77.0,9.5,2.9,0.0,0.516,NORMAL,-31.01,0.0,0.0,6.37,OPERATING_RAMP,19.67,11.5,6.8,2.45,0.0,0.0,40.42,20.0,9.69,0.0,0.0,0.969,ONLINE,34.05,11.99,41969.7,6.37,40.42,0.0,0.0,0.2,0.0,1.0,1.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T03:00:00+00:00,HIMADRI,-14.18,1004.8,77.1,9.86,5.7,0.0,0.49,NORMAL,-28.69,0.0,0.0,7.14,OPERATING_RAMP,19.49,11.5,6.8,2.45,0.0,0.0,40.24,20.0,9.71,0.0,0.0,0.971,ONLINE,33.1,11.74,41958.0,7.14,40.24,0.0,0.0,0.2,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T04:00:00+00:00,HIMADRI,-13.72,1005.3,78.4,8.67,12.5,0.0,0.494,NORMAL,-26.0,0.0,0.0,4.79,OPERATING_RAMP,19.21,11.5,6.8,2.45,0.0,0.0,39.96,20.0,9.74,0.0,0.0,0.974,ONLINE,35.17,12.3,41945.7,4.79,39.96,0.0,0.0,0.2,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T05:00:00+00:00,HIMADRI,-13.51,1004.0,76.5,9.52,8.6,0.0,0.532,NORMAL,-23.14,0.0,0.0,6.4,OPERATING_RAMP,19.08,11.5,6.8,2.45,0.0,0.0,39.83,20.0,9.75,0.0,0.0,0.975,ONLINE,33.43,11.83,41933.9,6.4,39.83,0.0,0.0,0.2,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T06:00:00+00:00,HIMADRI,-13.89,1004.5,76.4,9.17,10.4,0.0,0.605,NORMAL,-20.31,0.0,0.0,5.71,OPERATING_RAMP,18.48,11.5,6.8,3.59,0.0,0.0,40.37,20.0,9.73,0.0,0.0,0.973,ONLINE,34.66,12.16,41921.7,5.71,40.37,0.0,0.0,0.85,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T07:00:00+00:00,HIMADRI,-14.09,1003.1,75.5,9.86,17.5,0.0,0.617,NORMAL,-17.67,0.0,0.0,7.14,OPERATING_RAMP,18.61,11.5,6.8,3.59,0.0,0.0,40.5,20.0,9.71,0.0,0.0,0.971,ONLINE,33.36,11.81,41909.9,7.14,40.5,0.0,0.0,0.85,0.0,1.0,1.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T08:00:00+00:00,HIMADRI,-13.8,1003.0,78.2,9.15,15.2,0.0,0.503,NORMAL,-15.39,0.0,0.0,5.67,OPERATING_RAMP,18.3,11.5,6.8,3.76,0.0,0.0,40.36,20.0,9.73,0.0,0.0,0.973,ONLINE,34.69,12.17,41897.7,5.67,40.36,0.0,0.0,0.95,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T09:00:00+00:00,HIMADRI,-14.03,1004.1,79.2,9.52,15.0,0.0,0.457,NORMAL,-13.61,0.0,0.0,6.42,OPERATING_RAMP,18.44,11.5,6.8,3.76,0.0,0.0,40.5,20.0,9.72,0.0,0.0,0.972,ONLINE,34.08,12.0,41885.7,6.42,40.5,0.0,0.0,0.95,0.0,1.0,0.0,NORMAL,NORMAL,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
