timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,wind_speed_ms,wind_direction_deg,irradiance_wm2,cloud_fraction,storm_state,solar_elevation_deg,solar_available_kw,solar_generation_kw,wind_generation_kw,wind_turbine_status,thermal_load_kw,critical_load_kw,important_load_kw,operational_load_kw,flexible_load_kw,maintenance_load_kw,total_load_kw,battery_soc_pct,battery_energy_kwh,battery_charge_kw,battery_discharge_kw,battery_temperature_derating,generator_status,generator_power_kw,fuel_consumed_l,fuel_remaining_l,renewable_generation_kw,total_generation_kw,curtailment_kw,unserved_energy_kw,occupancy_state,maintenance_state,research_activity_state,communication_state,scenario_id,disturbance_state,provenance,dataset_version,simulator_version,seed
2024-01-01T00:00:00+00:00,HIMADRI,-13.47,1006.5,73.6,9.1,359.1,0.0,0.97,CLOUD_SURGE,-33.82,0.0,0.0,5.58,OPERATING_RAMP,19.06,11.5,6.8,2.45,0.0,0.0,39.81,27.26,13.3,0.0,20.0,0.976,ONLINE,14.23,6.64,41993.4,5.58,19.81,0.0,0.0,0.2,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T01:00:00+00:00,HIMADRI,-13.41,1006.0,71.8,8.94,0.5,0.0,0.97,CLOUD_SURGE,-32.77,0.0,0.0,5.27,OPERATING_RAMP,19.02,11.5,6.8,2.45,0.0,0.0,39.77,20.0,9.76,0.0,3.4,0.976,ONLINE,31.1,11.2,41982.2,5.27,36.37,0.0,0.0,0.2,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T02:00:00+00:00,HIMADRI,-12.62,1008.0,74.2,9.05,8.0,0.0,0.97,CLOUD_SURGE,-31.01,0.0,0.0,5.48,OPERATING_RAMP,18.53,11.5,6.8,2.45,0.0,0.0,39.28,20.0,9.82,0.0,0.0,0.982,ONLINE,33.8,11.93,41970.2,5.48,39.28,0.0,0.0,0.2,0.0,1.0,1.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T03:00:00+00:00,HIMADRI,-12.48,1006.6,76.2,8.84,1.4,0.0,0.97,CLOUD_SURGE,-28.69,0.0,0.0,5.09,OPERATING_RAMP,18.45,11.5,6.8,2.45,0.0,0.0,39.2,20.0,9.83,0.0,0.0,0.983,ONLINE,34.11,12.01,41958.2,5.09,39.2,0.0,0.0,0.2,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T04:00:00+00:00,HIMADRI,-12.87,1005.8,76.4,9.4,9.9,0.0,0.97,CLOUD_SURGE,-26.0,0.0,0.0,6.16,OPERATING_RAMP,18.69,11.5,6.8,2.45,0.0,0.0,39.44,20.0,9.8,0.0,0.0,0.98,ONLINE,33.28,11.78,41946.4,6.16,39.44,0.0,0.0,0.2,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T05:00:00+00:00,HIMADRI,-13.2,1006.7,74.1,9.08,9.5,0.0,0.97,CLOUD_SURGE,-23.14,0.0,0.0,5.53,OPERATING_RAMP,18.89,11.5,6.8,2.45,0.0,0.0,39.64,20.0,9.78,0.0,0.0,0.978,ONLINE,34.11,12.01,41934.4,5.53,39.64,0.0,0.0,0.2,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T06:00:00+00:00,HIMADRI,-12.72,1007.1,75.7,8.98,11.1,0.0,0.97,CLOUD_SURGE,-20.31,0.0,0.0,5.34,OPERATING_RAMP,17.76,11.5,6.8,3.59,0.0,0.0,39.65,20.0,9.81,0.0,0.0,0.981,ONLINE,34.31,12.06,41922.4,5.34,39.65,0.0,0.0,0.85,0.0,1.0,0.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T07:00:00+00:00,HIMADRI,-12.47,1007.0,74.8,9.8,12.2,0.0,0.97,CLOUD_SURGE,-17.67,0.0,0.0,7.01,OPERATING_RAMP,17.61,11.5,6.8,3.59,0.0,0.0,39.5,20.0,9.83,0.0,0.0,0.983,ONLINE,32.49,11.57,41910.8,7.01,39.5,0.0,0.0,0.85,0.0,1.0,1.0,CLOUD_SURGE,CLOUD_SURGE,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T08:00:00+00:00,HIMADRI,-19.78,1005.8,74.7,34.36,11.7,0.0,1.0,BLIZZARD,-15.39,0.0,0.0,0.0,STORM_CUT_OUT,31.46,11.5,6.8,3.76,0.0,0.0,53.52,20.0,9.32,0.0,0.0,0.932,ONLINE,45.0,14.95,41895.8,0.0,45.0,0.0,8.52,0.95,0.0,1.0,0.0,BLIZZARD,BLIZZARD,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
2024-01-01T09:00:00+00:00,HIMADRI,-19.37,1005.0,74.2,32.24,20.2,0.0,1.0,BLIZZARD,-13.61,0.0,0.0,0.0,STORM_CUT_OUT,31.11,11.5,6.8,3.76,0.0,0.0,53.17,20.0,9.34,0.0,0.0,0.934,ONLINE,45.0,14.95,41880.9,0.0,45.0,0.0,8.17,0.95,0.0,1.0,0.0,BLIZZARD,BLIZZARD,SYNTHETIC,polaris-synthetic-v1.0,polaris-sim-v2.0,342
